id	perc_enrichment_study	perc_enrichment_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	p_benjamini_hochberg	description	ANs_study
...GO:0006979	3.0	3.0	1.00	34	1125	34	1125	1	1	response to oxidative stress	P00445,P00447,P06115,P11412,P17695,P22217,P22943,P25372,P29509,P31378,P34227,P34760,P35691,P36775,P38013,P38205,P38636,P38720,P39676,P40029,P40489,P40553,P40581,P41921,P48361,P60010,Q00764,Q03195,Q04792,Q05515,Q05948,Q07540,Q07551,Q12458
......GO:0000754	0.2	0.2	1.00	2	1125	2	1125	1	1	adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion	Q05040,Q3E705
.....GO:0018364	0.1	0.1	1.00	1	1125	1	1125	1	1	peptidyl-glutamine methylation	P15646
......GO:0004197	0.1	0.1	1.00	1	1125	1	1125	1	1	cysteine-type endopeptidase activity	Q03792
.......GO:0004198	0.1	0.1	1.00	1	1125	1	1125	1	1	calcium-dependent cysteine-type endopeptidase activity	Q03792
...GO:0017112	0.1	0.1	1.00	1	1125	1	1125	1	1	Rab guanyl-nucleotide exchange factor activity	P36149
.....GO:0045159	0.1	0.1	1.00	1	1125	1	1125	1	1	myosin II binding	P53141
......GO:0004816	0.1	0.1	1.00	1	1125	1	1125	1	1	asparagine-tRNA ligase activity	P38707
...GO:0031105	0.2	0.2	1.00	2	1125	2	1125	1	1	septin complex	P32457,P32468
.......GO:0018108	0.1	0.1	1.00	1	1125	1	1125	1	1	peptidyl-tyrosine phosphorylation	Q01389
.....GO:0003878	0.1	0.1	1.00	1	1125	1	1125	1	1	ATP citrate synthase activity	P53598
......GO:0003872	0.2	0.2	1.00	2	1125	2	1125	1	1	6-phosphofructokinase activity	P16861,P16862
......GO:0003877	0.1	0.1	1.00	1	1125	1	1125	1	1	ATP adenylyltransferase activity	P16550
....GO:0051300	0.4	0.4	1.00	4	1125	4	1125	1	1	spindle pole body organization	P06101,P06787,P40457,P48510
.....GO:0019673	0.3	0.3	1.00	3	1125	3	1125	1	1	GDP-mannose metabolic process	P07283,P29952,P41940
.....GO:0015215	0.3	0.3	1.00	3	1125	3	1125	1	1	nucleotide transmembrane transporter activity	P04710,P18239,P38988
.....GO:0008941	0.1	0.1	1.00	1	1125	1	1125	1	1	nitric oxide dioxygenase activity	P39676
.....GO:0060548	0.3	0.3	1.00	3	1125	3	1125	1	1	negative regulation of cell death	P29311,P34730,P39015
.....GO:0004061	0.1	0.1	1.00	1	1125	1	1125	1	1	arylformamidase activity	P47039
.......GO:2001295	0.1	0.1	1.00	1	1125	1	1125	1	1	malonyl-CoA biosynthetic process	Q00955
.......GO:0080182	0.1	0.1	1.00	1	1125	1	1125	1	1	histone H3-K4 trimethylation	P38827
.....GO:0019005	0.2	0.2	1.00	2	1125	2	1125	1	1	SCF ubiquitin ligase complex	P14682,Q12018
...GO:0019211	0.2	0.2	1.00	2	1125	2	1125	1	1	phosphatase activator activity	P36047,P41895
...GO:0019210	0.2	0.2	1.00	2	1125	2	1125	1	1	kinase inhibitor activity	P07278,P17442
......GO:0019218	0.1	0.1	1.00	1	1125	1	1125	1	1	regulation of steroid metabolic process	Q05958
......GO:0046949	0.1	0.1	1.00	1	1125	1	1125	1	1	fatty-acyl-CoA biosynthetic process	Q00955
....GO:1990071	0.1	0.1	1.00	1	1125	1	1125	1	1	TRAPPII protein complex	P36149
.......GO:0010388	0.1	0.1	1.00	1	1125	1	1125	1	1	cullin deneddylation	Q12250
.....GO:0071421	0.1	0.1	1.00	1	1125	1	1125	1	1	manganese ion transmembrane transport	P25297
....GO:0016634	0.1	0.1	1.00	1	1125	1	1125	1	1	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor	P40012
....GO:0019692	0.1	0.1	1.00	1	1125	1	1125	1	1	deoxyribose phosphate metabolic process	P06785
...GO:0017119	0.1	0.1	1.00	1	1125	1	1125	1	1	Golgi transport complex	P53079
.....GO:0004347	0.1	0.1	1.00	1	1125	1	1125	1	1	glucose-6-phosphate isomerase activity	P12709
.....GO:0019362	3.6	3.6	1.00	40	1125	40	1125	1	1	pyridine nucleotide metabolic process	P00330,P00331,P00358,P00359,P00360,P00549,P00560,P00924,P00925,P00942,P00950,P04806,P04807,P06169,P07246,P11412,P12709,P14540,P15019,P16387,P16861,P16862,P17709,P21373,P23254,P32340,P32419,P32473,P36059,P38720,P38858,P46367,P46969,P53184,P54115,Q00055,Q04409,Q04869,Q06178,Q12189
.....GO:0032069	0.2	0.2	1.00	2	1125	2	1125	1	1	regulation of nuclease activity	P15873,P38801
....GO:0004802	0.1	0.1	1.00	1	1125	1	1125	1	1	transketolase activity	P23254
....GO:2000242	0.1	0.1	1.00	1	1125	1	1125	1	1	negative regulation of reproductive process	P53860
......GO:0004340	0.2	0.2	1.00	2	1125	2	1125	1	1	glucokinase activity	P17709,Q04409
.......GO:1901006	0.1	0.1	1.00	1	1125	1	1125	1	1	ubiquinone-6 biosynthetic process	Q05779
......GO:1901004	0.1	0.1	1.00	1	1125	1	1125	1	1	ubiquinone-6 metabolic process	Q05779
....GO:0016743	0.1	0.1	1.00	1	1125	1	1125	1	1	carboxyl- or carbamoyltransferase activity	P07259
........GO:0032135	0.1	0.1	1.00	1	1125	1	1125	1	1	DNA insertion or deletion binding	P38920
...GO:0071563	0.1	0.1	1.00	1	1125	1	1125	1	1	Myo2p-Vac17p-Vac8p transport complex	P39968
.....GO:0006279	0.1	0.1	1.00	1	1125	1	1125	1	1	premeiotic DNA replication	P13382
...GO:0051666	0.4	0.4	1.00	4	1125	4	1125	1	1	actin cortical patch localization	P25343,P25369,P43603,Q06440
.......GO:2000805	0.1	0.1	1.00	1	1125	1	1125	1	1	negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled	Q01560
.....GO:0005824	0.1	0.1	1.00	1	1125	1	1125	1	1	outer plaque of spindle pole body	P53865
....GO:0019985	0.2	0.2	1.00	2	1125	2	1125	1	1	translesion synthesis	P15873,P21951
...GO:0008428	0.1	0.1	1.00	1	1125	1	1125	1	1	ribonuclease inhibitor activity	P04147
.......GO:0045719	0.1	0.1	1.00	1	1125	1	1125	1	1	negative regulation of glycogen biosynthetic process	P17157
......GO:0016295	0.1	0.1	1.00	1	1125	1	1125	1	1	myristoyl-[acyl-carrier-protein] hydrolase activity	P07149
......GO:0016296	0.1	0.1	1.00	1	1125	1	1125	1	1	palmitoyl-[acyl-carrier-protein] hydrolase activity	P07149
.....GO:0016297	0.1	0.1	1.00	1	1125	1	1125	1	1	acyl-[acyl-carrier-protein] hydrolase activity	P07149
...GO:0005853	0.3	0.3	1.00	3	1125	3	1125	1	1	eukaryotic translation elongation factor 1 complex	P02994,P32471,P36008
.......GO:0002943	0.1	0.1	1.00	1	1125	1	1125	1	1	tRNA dihydrouridine synthesis	Q06053
.......GO:0001016	0.1	0.1	1.00	1	1125	1	1125	1	1	RNA polymerase III regulatory region DNA binding	P13393
...GO:0001010	0.1	0.1	1.00	1	1125	1	1125	1	1	sequence-specific DNA binding transcription factor recruiting transcription factor activity	P20134
......GO:0034701	0.1	0.1	1.00	1	1125	1	1125	1	1	tripeptidase activity	P43616
...GO:0030287	0.1	0.1	1.00	1	1125	1	1125	1	1	cell wall-bounded periplasmic space	P32454
....GO:0030286	0.1	0.1	1.00	1	1125	1	1125	1	1	dynein complex	Q02647
......GO:0046083	0.1	0.1	1.00	1	1125	1	1125	1	1	adenine metabolic process	P53909
.......GO:0046087	0.1	0.1	1.00	1	1125	1	1125	1	1	cytidine metabolic process	Q12178
.......GO:0006370	0.2	0.2	1.00	2	1125	2	1125	1	1	7-methylguanosine mRNA capping	O13297,P27692
.....GO:0006568	0.4	0.4	1.00	4	1125	4	1125	1	1	tryptophan metabolic process	P00899,P00931,P00937,P06169
.......GO:0006367	0.3	0.3	1.00	3	1125	3	1125	1	1	transcription initiation from RNA polymerase II promoter	P35189,P41895,P41896
....GO:0016363	0.1	0.1	1.00	1	1125	1	1125	1	1	nuclear matrix	Q03048
...GO:0007584	0.1	0.1	1.00	1	1125	1	1125	1	1	response to nutrient	Q01389
...GO:0001948	0.1	0.1	1.00	1	1125	1	1125	1	1	glycoprotein binding	P43555
....GO:0020037	0.4	0.4	1.00	5	1125	5	1125	1	1	heme binding	P00044,P06115,P21147,P39676,P40312
.....GO:0030060	0.2	0.2	1.00	2	1125	2	1125	1	1	L-malate dehydrogenase activity	P17505,P32419
......GO:0009135	0.1	0.1	1.00	1	1125	1	1125	1	1	purine nucleoside diphosphate metabolic process	P07170
........GO:0000415	0.1	0.1	1.00	1	1125	1	1125	1	1	negative regulation of histone H3-K36 methylation	Q06205
......GO:0001128	0.1	0.1	1.00	1	1125	1	1125	1	1	RNA polymerase II transcription coactivator activity involved in preinitiation complex assembly	P19659
......GO:0001129	0.1	0.1	1.00	1	1125	1	1125	1	1	TBP-class protein binding RNA polymerase II transcription factor activity involved in preinitiation complex assembly	P29055
...GO:0007124	0.7	0.7	1.00	8	1125	8	1125	1	1	pseudohyphal growth	P13574,P16387,P17536,P29311,P34730,P38705,P39001,P53438
......GO:0015988	0.8	0.8	1.00	9	1125	9	1125	1	1	energy coupled proton transmembrane transport, against electrochemical gradient	P00830,P07251,P16140,P17255,P22203,P31412,P32563,P39111,P41807
.......GO:0097010	0.1	0.1	1.00	1	1125	1	1125	1	1	eukaryotic translation initiation factor 4F complex assembly	P34167
.......GO:0006102	0.3	0.3	1.00	3	1125	3	1125	1	1	isocitrate metabolic process	P21954,P28241,P28834
......GO:0006636	0.1	0.1	1.00	1	1125	1	1125	1	1	unsaturated fatty acid biosynthetic process	P21147
......GO:0006635	0.2	0.2	1.00	2	1125	2	1125	1	1	fatty acid beta-oxidation	P28817,P32419
..GO:1990070	0.1	0.1	1.00	1	1125	1	1125	1	1	TRAPPI protein complex	P36149
....GO:1990072	0.1	0.1	1.00	1	1125	1	1125	1	1	TRAPPIII protein complex	P36149
.....GO:0036440	0.1	0.1	1.00	1	1125	1	1125	1	1	citrate synthase activity	P00890
......GO:0000338	0.1	0.1	1.00	1	1125	1	1125	1	1	protein deneddylation	Q12250
......GO:0042401	0.4	0.4	1.00	4	1125	4	1125	1	1	cellular biogenic amine biosynthetic process	P00899,P00931,P00937,Q12074
......GO:0009251	0.1	0.1	1.00	1	1125	1	1125	1	1	glucan catabolic process	P06738
.........GO:2001125	0.1	0.1	1.00	1	1125	1	1125	1	1	negative regulation of translational frameshifting	P38011
....GO:0009051	0.3	0.3	1.00	3	1125	3	1125	1	1	pentose-phosphate shunt, oxidative branch	P11412,P38720,P38858
.......GO:0004525	0.1	0.1	1.00	1	1125	1	1125	1	1	ribonuclease III activity	Q02555
........GO:0004523	0.3	0.3	1.00	3	1125	3	1125	1	1	RNA-DNA hybrid ribonuclease activity	P0C2I9,Q03434,Q05635
....GO:0006749	0.5	0.5	1.00	6	1125	6	1125	1	1	glutathione metabolic process	P17695,P28273,P39109,P41921,P43616,Q07540
.....GO:0006030	0.4	0.4	1.00	5	1125	5	1125	1	1	chitin metabolic process	P14742,P29311,P34730,Q06350,Q12114
...GO:0000307	0.2	0.2	1.00	2	1125	2	1125	1	1	cyclin-dependent protein kinase holoenzyme complex	P17157,P23293
....GO:0006740	0.4	0.4	1.00	4	1125	4	1125	1	1	NADPH regeneration	P11412,P46367,P54115,Q04869
....GO:0033194	0.1	0.1	1.00	1	1125	1	1125	1	1	response to hydroperoxide	P34760
....GO:0019255	0.1	0.1	1.00	1	1125	1	1125	1	1	glucose 1-phosphate metabolic process	P37012
.....GO:0000281	0.2	0.2	1.00	2	1125	2	1125	1	1	mitotic cytokinesis	P32457,P32468
.....GO:0090139	0.1	0.1	1.00	1	1125	1	1125	1	1	mitochondrial DNA packaging	Q02486
.......GO:0031440	0.3	0.3	1.00	3	1125	3	1125	1	1	regulation of mRNA 3'-end processing	P04147,P23615,P42073
......GO:0004450	0.1	0.1	1.00	1	1125	1	1125	1	1	isocitrate dehydrogenase (NADP+) activity	P21954
.....GO:0004455	0.1	0.1	1.00	1	1125	1	1125	1	1	ketol-acid reductoisomerase activity	P06168
.....GO:0004641	0.1	0.1	1.00	1	1125	1	1125	1	1	phosphoribosylformylglycinamidine cyclo-ligase activity	P07244
.........GO:0000494	0.1	0.1	1.00	1	1125	1	1125	1	1	box C/D snoRNA 3'-end processing	P15646
.....GO:0061640	0.2	0.2	1.00	2	1125	2	1125	1	1	cytoskeleton-dependent cytokinesis	P32457,P32468
...GO:0031391	0.1	0.1	1.00	1	1125	1	1125	1	1	Elg1 RFC-like complex	P40348
.....GO:0043939	0.1	0.1	1.00	1	1125	1	1125	1	1	negative regulation of sporulation	P53860
...GO:0045121	0.5	0.5	1.00	6	1125	6	1125	1	1	membrane raft	P05030,P25343,P38266,P53278,Q05050,Q12335
....GO:0043937	0.1	0.1	1.00	1	1125	1	1125	1	1	regulation of sporulation	P53860
......GO:0004652	0.1	0.1	1.00	1	1125	1	1125	1	1	polynucleotide adenylyltransferase activity	P29468
....GO:0043935	1.0	1.0	1.00	11	1125	11	1125	1	1	sexual sporulation resulting in formation of a cellular spore	P01120,P02309,P14832,P21965,P24280,P29311,P34730,P38827,P47037,P54113,P61830
.....GO:0009109	0.2	0.2	1.00	2	1125	2	1125	1	1	coenzyme catabolic process	P00890,P06169
.....GO:0009041	0.1	0.1	1.00	1	1125	1	1125	1	1	uridylate kinase activity	P15700
....GO:0009106	0.1	0.1	1.00	1	1125	1	1125	1	1	lipoate metabolic process	P32463
.....GO:0009107	0.1	0.1	1.00	1	1125	1	1125	1	1	lipoate biosynthetic process	P32463
....GO:0046898	0.2	0.2	1.00	2	1125	2	1125	1	1	response to cycloheximide	P02406,P33302
.....GO:0000742	0.3	0.3	1.00	3	1125	3	1125	1	1	karyogamy involved in conjugation with cellular fusion	P06787,P16474,P32380
.....GO:0031532	0.1	0.1	1.00	1	1125	1	1125	1	1	actin cytoskeleton reorganization	P25343
.....GO:0015037	0.1	0.1	1.00	1	1125	1	1125	1	1	peptide disulfide oxidoreductase activity	P41921
......GO:0072330	1.1	1.1	1.00	12	1125	12	1125	1	1	monocarboxylic acid biosynthetic process	P07149,P19097,P21147,P32353,P32463,P38071,P40047,P46367,P47039,P54115,Q00955,Q04545
....GO:0003883	0.1	0.1	1.00	1	1125	1	1125	1	1	CTP synthase activity	P28274
......GO:0001097	0.1	0.1	1.00	1	1125	1	1125	1	1	TFIIH-class transcription factor binding	P19659
.....GO:0046416	0.1	0.1	1.00	1	1125	1	1125	1	1	D-amino acid metabolic process	P39979
.....GO:0003861	0.1	0.1	1.00	1	1125	1	1125	1	1	3-isopropylmalate dehydratase activity	P07264
....GO:0043626	0.1	0.1	1.00	1	1125	1	1125	1	1	PCNA complex	P15873
......GO:0009746	0.1	0.1	1.00	1	1125	1	1125	1	1	response to hexose	P23292
.....GO:0019510	0.1	0.1	1.00	1	1125	1	1125	1	1	S-adenosylhomocysteine catabolic process	P39954
.......GO:0009749	0.1	0.1	1.00	1	1125	1	1125	1	1	response to glucose	P23292
....GO:0008299	0.4	0.4	1.00	4	1125	4	1125	1	1	isoprenoid biosynthetic process	P08524,P12684,P29704,P54839
....GO:0004075	0.2	0.2	1.00	2	1125	2	1125	1	1	biotin carboxylase activity	P32327,Q00955
...GO:0008290	0.1	0.1	1.00	1	1125	1	1125	1	1	F-actin capping protein complex	P28495
.....GO:0004073	0.1	0.1	1.00	1	1125	1	1125	1	1	aspartate-semialdehyde dehydrogenase activity	P13663
.....GO:0008295	0.1	0.1	1.00	1	1125	1	1125	1	1	spermidine biosynthetic process	Q12074
.....GO:0004070	0.1	0.1	1.00	1	1125	1	1125	1	1	aspartate carbamoyltransferase activity	P07259
......GO:1901856	0.1	0.1	1.00	1	1125	1	1125	1	1	negative regulation of cellular respiration	P00445
.....GO:0042256	0.2	0.2	1.00	2	1125	2	1125	1	1	mature ribosome assembly	P38431,Q07953
...GO:0016627	0.7	0.7	1.00	8	1125	8	1125	1	1	oxidoreductase activity, acting on the CH-CH group of donors	P07149,P28272,P32462,P32614,P38071,P40012,Q00711,Q06053
.....GO:0072655	1.5	1.5	1.00	17	1125	17	1125	1	1	establishment of protein localization to mitochondrion	P02829,P07213,P10591,P19882,P25491,P36112,P36147,P38300,P38523,P38910,P39952,P42949,Q01852,Q02776,Q06493,Q07914,Q08179
....GO:0072659	0.4	0.4	1.00	5	1125	5	1125	1	1	protein localization to plasma membrane	P24280,P38116,P47008,Q03048,Q06704
.....GO:0008277	0.1	0.1	1.00	1	1125	1	1125	1	1	regulation of G-protein coupled receptor protein signaling pathway	P39010
....GO:0016755	0.1	0.1	1.00	1	1125	1	1125	1	1	transferase activity, transferring amino-acyl groups	P12687
........GO:0003777	0.1	0.1	1.00	1	1125	1	1125	1	1	microtubule motor activity	Q02647
.....GO:0048312	0.1	0.1	1.00	1	1125	1	1125	1	1	intracellular distribution of mitochondria	Q03690
....GO:0042398	0.8	0.8	1.00	9	1125	9	1125	1	1	cellular modified amino acid biosynthetic process	P07245,P09440,P10659,P19358,P38122,P38787,P38791,Q02046,Q12074
.....GO:0033383	0.1	0.1	1.00	1	1125	1	1125	1	1	geranyl diphosphate metabolic process	P08524
.....GO:0047433	0.1	0.1	1.00	1	1125	1	1125	1	1	branched-chain-2-oxoacid decarboxylase activity	P06169
GO:0003674	99.6	99.6	1.00	1121	1125	1120	1125	1	1	molecular_function	O13297,O14467,P00044,P00330,P00331,P00358,P00359,P00360,P00427,P00445,P00447,P00498,P00549,P00560,P00815,P00817,P00830,P00890,P00899,P00924,P00925,P00927,P00931,P00937,P00942,P00950,P00958,P01120,P01123,P02293,P02309,P02406,P02407,P02829,P02994,P03871,P03872,P03965,P04037,P04147,P04449,P04456,P04710,P04801,P04802,P04803,P04806,P04807,P04840,P04911,P05030,P05317,P05374,P05453,P05626,P05694,P05737,P05738,P05739,P05740,P05744,P05747,P05748,P05749,P05750,P05755,P05756,P05759,P06101,P06105,P06106,P06115,P06168,P06169,P06208,P06634,P06738,P06778,P06785,P06786,P06787,P06843,P07149,P07170,P07213,P07244,P07245,P07246,P07248,P07251,P07253,P07256,P07257,P07259,P07260,P07262,P07263,P07264,P07275,P07278,P07280,P07283,P07284,P07342,P07560,P07806,P07991,P08417,P08465,P08524,P08566,P09064,P09435,P09436,P09440,P09457,P09624,P09798,P09938,P09950,P09959,P0C0T4,P0C0W9,P0C2H6,P0C2H8,P0C2I9,P0C5N3,P0CX23,P0CX25,P0CX29,P0CX31,P0CX33,P0CX35,P0CX37,P0CX39,P0CX41,P0CX43,P0CX45,P0CX47,P0CX49,P0CX53,P0CX55,P0CX84,P10080,P10081,P10507,P10591,P10592,P10659,P10664,P10869,P10962,P10964,P11076,P11412,P11484,P11632,P11633,P11914,P12383,P12385,P12612,P12684,P12687,P12695,P12709,P12887,P12945,P13188,P13298,P13382,P13393,P13574,P13587,P13663,P13712,P14120,P14126,P14164,P14540,P14682,P14742,P14832,P14906,P14907,P14922,P15019,P15108,P15180,P15424,P15436,P15454,P15565,P15624,P15625,P15646,P15700,P15705,P15731,P15790,P15873,P15891,P15992,P16120,P16140,P16387,P16451,P16474,P16521,P16547,P16550,P16622,P16649,P16861,P16862,P16965,P17076,P17106,P17157,P17255,P17423,P17442,P17505,P17536,P17558,P17629,P17695,P17709,P17890,P17891,P17898,P17967,P18239,P18480,P18562,P18888,P19097,P19262,P19263,P19358,P19414,P19454,P19659,P19812,P19881,P19882,P19955,P20051,P20053,P20095,P20134,P20424,P20447,P20448,P20449,P20676,P20967,P21147,P21243,P21269,P21373,P21538,P21560,P21576,P21951,P21954,P21957,P21965,P22035,P22082,P22134,P22137,P22138,P22141,P22147,P22203,P22217,P22354,P22515,P22579,P22936,P22943,P23180,P23248,P23254,P23255,P23292,P23293,P23301,P23542,P23615,P24280,P24384,P24783,P25037,P25039,P25040,P25087,P25297,P25302,P25343,P25357,P25365,P25366,P25369,P25371,P25372,P25374,P25375,P25379,P25441,P25443,P25451,P25491,P25502,P25554,P25555,P25567,P25582,P25588,P25617,P25627,P25631,P25694,P25719,P26321,P26637,P26783,P26784,P26785,P26793,P27476,P27616,P27692,P28004,P28239,P28241,P28263,P28272,P28273,P28274,P28320,P28495,P28707,P28777,P28817,P28834,P29055,P29056,P29295,P29311,P29453,P29468,P29509,P29539,P29547,P29704,P29952,P30624,P30822,P30902,P31116,P31373,P31378,P31383,P31385,P31412,P31539,P31688,P31787,P32074,P32190,P32264,P32288,P32324,P32327,P32340,P32342,P32353,P32356,P32377,P32379,P32380,P32419,P32432,P32445,P32447,P32449,P32454,P32457,P32462,P32463,P32468,P32471,P32473,P32494,P32495,P32496,P32497,P32499,P32504,P32521,P32527,P32558,P32561,P32563,P32565,P32571,P32582,P32583,P32589,P32590,P32591,P32597,P32599,P32602,P32614,P32639,P32657,P32771,P32776,P32787,P32832,P32861,P32892,P32898,P32901,P32911,P32939,P33201,P33203,P33297,P33298,P33299,P33302,P33309,P33313,P33322,P33327,P33330,P33331,P33333,P33399,P33411,P33416,P33417,P33442,P33891,P33892,P34161,P34167,P34216,P34219,P34227,P34237,P34247,P34730,P34760,P35169,P35177,P35187,P35189,P35191,P35194,P35691,P35719,P35723,P35725,P35817,P35997,P36008,P36009,P36010,P36013,P36015,P36018,P36036,P36047,P36049,P36053,P36059,P36080,P36084,P36112,P36124,P36136,P36141,P36147,P36149,P36151,P36154,P36160,P36421,P36534,P36775,P37012,P37291,P37292,P37302,P37303,P37838,P37898,P38009,P38011,P38013,P38071,P38074,P38075,P38077,P38086,P38087,P38088,P38112,P38115,P38116,P38121,P38122,P38129,P38137,P38139,P38144,P38153,P38158,P38197,P38198,P38199,P38202,P38205,P38219,P38249,P38255,P38256,P38264,P38266,P38276,P38281,P38300,P38333,P38336,P38345,P38351,P38431,P38523,P38624,P38625,P38626,P38630,P38636,P38687,P38689,P38695,P38698,P38701,P38705,P38707,P38708,P38720,P38754,P38768,P38777,P38779,P38787,P38788,P38791,P38793,P38801,P38803,P38804,P38805,P38827,P38828,P38833,P38845,P38850,P38858,P38859,P38879,P38882,P38883,P38884,P38891,P38910,P38911,P38920,P38931,P38934,P38961,P38972,P38988,P38996,P39001,P39002,P39004,P39010,P39015,P39073,P39077,P39078,P39079,P39109,P39111,P39517,P39520,P39521,P39522,P39533,P39676,P39678,P39705,P39714,P39715,P39726,P39730,P39744,P39925,P39927,P39935,P39938,P39952,P39954,P39956,P39960,P39968,P39976,P39979,P39986,P40002,P40005,P40007,P40010,P40012,P40018,P40019,P40024,P40029,P40040,P40043,P40046,P40047,P40053,P40055,P40069,P40075,P40078,P40081,P40093,P40106,P40151,P40154,P40160,P40161,P40185,P40202,P40206,P40212,P40312,P40317,P40327,P40348,P40413,P40457,P40466,P40470,P40489,P40491,P40493,P40495,P40505,P40506,P40510,P40513,P40517,P40525,P40531,P40535,P40545,P40553,P40562,P40581,P40693,P40825,P40961,P40970,P41057,P41058,P41277,P41338,P41696,P41805,P41807,P41810,P41811,P41812,P41813,P41814,P41895,P41896,P41920,P41921,P41940,P42073,P42846,P42938,P42940,P42949,P43535,P43555,P43572,P43577,P43579,P43583,P43585,P43586,P43588,P43594,P43603,P43609,P43616,P43621,P45976,P45978,P46367,P46655,P46669,P46672,P46678,P46681,P46784,P46947,P46956,P46957,P46964,P46969,P46990,P47006,P47008,P47019,P47037,P47039,P47047,P47075,P47077,P47079,P47083,P47089,P47110,P47117,P47119,P47120,P47124,P47133,P47143,P47148,P47176,P48015,P48164,P48234,P48240,P48360,P48361,P48510,P48525,P48570,P48589,P48606,P48836,P49017,P49089,P49095,P49166,P49167,P49573,P49687,P49723,P50094,P50095,P50105,P50861,P52488,P52553,P52893,P52910,P52918,P53040,P53044,P53063,P53064,P53072,P53075,P53079,P53081,P53082,P53090,P53114,P53136,P53141,P53148,P53163,P53165,P53168,P53184,P53192,P53193,P53199,P53219,P53221,P53235,P53252,P53254,P53261,P53267,P53272,P53276,P53278,P53297,P53312,P53313,P53318,P53438,P53549,P53551,P53552,P53598,P53617,P53622,P53628,P53691,P53723,P53725,P53741,P53742,P53743,P53833,P53852,P53854,P53860,P53865,P53875,P53883,P53889,P53905,P53909,P53914,P53927,P53929,P53940,P53941,P53946,P53973,P53981,P54113,P54115,P54838,P54839,P54885,P60010,P61830,P69771,P80210,P80428,P89105,P89886,Q00055,Q00416,Q00711,Q00764,Q00916,Q00955,Q01080,Q01163,Q01217,Q01329,Q01389,Q01448,Q01454,Q01476,Q01560,Q01574,Q01662,Q01802,Q01852,Q01855,Q01926,Q01939,Q01976,Q02046,Q02159,Q02196,Q02201,Q02206,Q02326,Q02336,Q02455,Q02486,Q02555,Q02642,Q02647,Q02724,Q02725,Q02753,Q02775,Q02776,Q02792,Q02821,Q02890,Q02892,Q02908,Q02950,Q02961,Q03012,Q03048,Q03063,Q03102,Q03195,Q03280,Q03281,Q03330,Q03338,Q03362,Q03373,Q03388,Q03434,Q03532,Q03558,Q03629,Q03661,Q03690,Q03707,Q03750,Q03759,Q03761,Q03774,Q03790,Q03792,Q03799,Q03833,Q03880,Q03940,Q03973,Q04002,Q04003,Q04013,Q04031,Q04067,Q04116,Q04170,Q04178,Q04217,Q04223,Q04225,Q04226,Q04344,Q04347,Q04371,Q04401,Q04409,Q04500,Q04545,Q04600,Q04660,Q04673,Q04693,Q04697,Q04728,Q04773,Q04779,Q04792,Q04869,Q04894,Q04947,Q05021,Q05022,Q05040,Q05050,Q05123,Q05166,Q05506,Q05515,Q05543,Q05580,Q05635,Q05775,Q05779,Q05812,Q05905,Q05911,Q05933,Q05942,Q05948,Q05958,Q06053,Q06089,Q06103,Q06106,Q06177,Q06178,Q06205,Q06214,Q06218,Q06224,Q06252,Q06287,Q06337,Q06338,Q06344,Q06350,Q06405,Q06406,Q06411,Q06440,Q06449,Q06493,Q06494,Q06505,Q06506,Q06508,Q06511,Q06624,Q06629,Q06631,Q06639,Q06671,Q06673,Q06679,Q06685,Q06697,Q06704,Q07457,Q07458,Q07478,Q07540,Q07551,Q07794,Q07878,Q07914,Q07953,Q08162,Q08179,Q08208,Q08237,Q08245,Q08421,Q08422,Q08647,Q08649,Q08686,Q08687,Q08689,Q08742,Q08746,Q08822,Q08887,Q08923,Q08925,Q08965,Q08971,Q08972,Q12018,Q12020,Q12060,Q12074,Q12080,Q12109,Q12114,Q12118,Q12122,Q12136,Q12149,Q12154,Q12156,Q12159,Q12166,Q12178,Q12186,Q12189,Q12211,Q12220,Q12230,Q12250,Q12265,Q12287,Q12305,Q12306,Q12309,Q12314,Q12329,Q12335,Q12345,Q12363,Q12377,Q12389,Q12402,Q12408,Q12428,Q12433,Q12434,Q12447,Q12449,Q12458,Q12480,Q12495,Q12496,Q12499,Q12504,Q12508,Q12513,Q12514,Q12515,Q12672,Q12692,Q12751,Q12754,Q3E705,Q3E754,Q6Q547,Q6Q560,Q99207,Q99216,Q99287,Q99314,Q99383
